source_doi,catalyst_composition,metal_elements,primary_metal,is_noble_metal,is_hybrid,carbon_present,support_substrate,electrolyte_type,electrolyte_composition,pH,temperature_C,ir_compensation,potential_vs_RHE,overpotential_eta10_mV,tafel_slope_mV_dec,stability_value,notes
10.1021/acscatal.3c01249,Sc16N16,['Sc'],Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDQ1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Sc16N16,['Sc'],Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDQ4, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Sc16N16,['Sc'],Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDQ5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Sc16N16,['Sc'],Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDUw, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Sc16N16,['Sc'],Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDUy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Sc16N16,['Sc'],Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDU0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41597-019-0080-z,Pd9Rh3,"['Pd', 'Rh']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MDk2, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Pd9Ru3,"['Pd', 'Ru']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MDk3, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Sc16N16,['Sc'],Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDU2, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Sc16N16,['Sc'],Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDU3, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDY1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDY2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDY3, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDY4, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDY5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDcw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDc0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41597-019-0080-z,Pd9Ru3,"['Pd', 'Ru']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MDk4, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDc1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDc3, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDc4, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDc5, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDgw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDgx, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDgy, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDg0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDg5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1038/s41597-019-0080-z,Pd12,['Pd'],Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzM5MjI1, equation: H2O(g) + * -> H2O*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDkz, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1038/s41597-019-0080-z,Pd9Ru3,"['Pd', 'Ru']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MDk5, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MDk3, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTAw, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTAx, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTA0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTA1, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTA4, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTEw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTEy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTEz, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTE1, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTE2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1038/s41597-019-0080-z,Pd9Ru3,"['Pd', 'Ru']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTAw, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTE4, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTIz, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTI1, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTI2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTI3, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTI4, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTMx, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTMz, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTM0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTM5, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41597-019-0080-z,Pd9Ru3,"['Pd', 'Ru']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTAx, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQx, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ2, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ4, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1038/s41597-019-0080-z,Sn12,['Sn'],Sn,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzM5NzQz, equation: H2O(g) + * -> H2O*"
10.1038/s41597-019-0080-z,Sc6Y6,"['Sc', 'Y']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0MDU1, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Mo6W6,"['Mo', 'W']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU3Mjcy, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTAy, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTUw, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTUy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTUz, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTU0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTU2, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTYy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTYz, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1038/s41597-019-0080-z,Sn12,['Sn'],Sn,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzM5NzQ0, equation: H2O(g) + * -> H2O*"
10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTAz, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTY1, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTY2, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTY5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTcw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTcx, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTc0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTc2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTc3, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTgy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTA0, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTg4, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTkw, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTkx, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTky, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk1, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk3, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjAw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjAy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjAz, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjA0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*"
